Timeline,9562,"[2207, 944, 942, 1924, 9359, 943, 9340, 23805, 941, 526]"
Damage,11012,"[32636, 42501, 25468, 26973, 23954, 2546, 1786, 27361, 3084, 46797]"
Devil's Playground,30068,"[46689, 85778, 113096, 95682, 51707, 41316, 17592, 258476, 30365, 34283]"
Dance with a Stranger,40913,"[11820, 9366, 26561, 22279, 12596, 9543, 712, 674, 16934, 42148]"
Darkman,9556,"[12106, 10223, 328425, 558, 10390, 557, 16871, 68728, 765, 559]"
Desk Set,24203,"[27686, 33839, 26531, 21468, 16520, 20640, 33575, 43542, 25431, 12708]"
Europa,9065,"[12456, 1951, 5206, 62215, 4349, 249397, 553, 17609, 145, 452]"
New Jack City,10952,"[28219, 51823, 11315, 20721, 4147, 32040, 26332, 245916, 14807, 2116]"
Slacker,14022,"[28059, 13341, 1584, 42807, 9571, 9081, 92591, 132344, 80, 85350]"
WarGames,860,"[2605, 6341, 10498, 14040, 2086, 4954, 9409, 33521, 11009, 1727]"
Ordet,48035,"[41391, 780, 38321, 43258, 7090, 24348, 13107, 52855, 25994, 37532]"
Forbidden Games,5000,"[10363, 29372, 11101, 20318, 23908, 16514, 5902, 189197, 30529, 633]"
The Passion of Joan of Arc,780,"[48035, 41391, 821, 1908, 5653, 11831, 618, 37044, 21634, 1396]"
Ben-Hur: A Tale of the Christ,31510,"[271969, 14120, 42657, 30266, 85689, 23928, 62676, 24767, 18624, 45325]"
The Cabinet of Dr. Caligari,234,"[13937, 10391, 18912, 42196, 12206, 42149, 8643, 74899, 16559, 11075]"
Gorky Park,8289,"[51863, 50754, 116167, 20561, 20562, 20553, 15163, 26203, 54752, 1957]"
The First Great Train Robbery,11583,"[11223, 9507, 2362, 17435, 59963, 27725, 62676, 33642, 27418, 14120]"
"Greystoke: The Legend of Tarzan, Lord of the Apes",11002,"[21311, 9443, 42657, 85689, 9550, 146, 18828, 16535, 27418, 29339]"
Guarding Tess,6472,"[2925, 17709, 9336, 11622, 38921, 17795, 20876, 36049, 30157, 42160]"
Hannah and Her Sisters,5143,"[12762, 9689, 38031, 11337, 11302, 2639, 28384, 30890, 2779, 11686]"
Hercules in New York,5227,"[1499, 11940, 25628, 9067, 8487, 11849, 20856, 12279, 9531, 11551]"
Highlander II: The Quickening,8010,"[8009, 8850, 13486, 7737, 21634, 8011, 12211, 5227, 4923, 18887]"
Hoffa,10410,"[11896, 249, 7288, 10830, 9275, 32669, 19419, 43542, 11088, 2118]"
Housesitter,10407,"[10806, 11353, 10276, 10141, 11899, 9890, 11359, 11371, 34803, 10776]"
Hudson Hawk,9292,"[2752, 13595, 47881, 8866, 2640, 1257, 9760, 27281, 332, 15365]"
Mindwalk,48745,"[42173, 24348, 52855, 25994, 37532, 24858, 24276, 38809, 15867, 18734]"
Kafka,2297,"[32686, 15186, 16375, 34024, 8881, 11323, 17680, 77930, 462, 8880]"
Kindergarten Cop,951,"[14035, 9493, 11566, 6280, 200505, 6068, 12499, 9930, 10890, 41630]"
King Ralph,10804,"[9101, 11067, 25297, 18133, 9942, 9785, 11232, 36648, 10340, 8390]"
The Last Boy Scout,9319,"[44048, 7551, 1535, 319, 9923, 9509, 8963, 2119, 74899, 11654]"
Last Tango in Paris,1643,"[14553, 44297, 24016, 8416, 1278, 1689, 30636, 746, 38867, 4710]"
Lorenzo's Oil,2007,"[6069, 9355, 9447, 9836, 76341, 9659, 8810, 19819, 5961, 1365]"
The Lover,10995,"[853, 62204, 2383, 1997, 192, 978, 4710, 11986, 54083, 89049]"
Matador,8047,"[63311, 8088, 8220, 64, 4307, 2469, 8223, 4043, 267, 4203]"
Mr. Destiny,2612,"[40490, 16300, 15142, 2565, 10631, 20096, 32644, 3064, 12187, 18727]"
The Night of the Hunter,3112,"[26174, 19974, 31667, 25736, 53712, 8012, 22112, 19119, 21734, 11615]"
Over the Top,1825,"[8346, 10805, 307081, 1367, 1371, 1374, 17360, 16219, 7555, 27578]"
Passenger 57,10538,"[18550, 45147, 9802, 4954, 118683, 13387, 49021, 15070, 41417, 9350]"
Presumed Innocent,11092,"[9944, 4477, 54494, 54663, 17365, 15764, 891, 466, 10731, 26268]"
Battle Royale,3176,"[20992, 246, 62676, 17435, 5910, 7500, 15070, 15074, 22972, 4291]"
The Wedding Banquet,9261,"[10451, 26320, 68924, 22267, 4584, 142, 146, 87827, 4588, 1927]"
"Salò, or the 120 Days of Sodom",5336,"[24192, 33583, 47406, 12491, 5335, 5691, 39931, 47620, 777, 10142]"
A Midnight Clear,23908,"[20318, 30141, 37722, 29372, 11101, 16514, 5902, 189197, 30529, 633]"
Summer School,14671,"[26141, 19357, 6471, 24032, 25796, 11591, 10631, 9442, 37735, 9571]"
Silverado,11509,"[12160, 24071, 31052, 13697, 318033, 14412, 12560, 397, 581, 2055]"
Quick Change,10729,"[10433, 34170, 14035, 364067, 8284, 10276, 8920, 239563, 56135, 10890]"
Rabid,29437,"[28942, 27429, 1413, 47466, 837, 9613, 9540, 1946, 9538, 2742]"
Show Me Love,11634,"[742, 191294, 12093, 1544, 114719, 41756, 14846, 40001, 152584, 85328]"
Teen Wolf,11824,"[53287, 10438, 12536, 37725, 2619, 28370, 9678, 12797, 9087, 9024]"
Things You Can Tell Just by Looking at Her,20067,"[73873, 13944, 14922, 46889, 1259, 36447, 14474, 47735, 802, 49022]"
To Live and Die in L.A.,9846,"[1051, 11863, 32043, 19819, 38985, 27958, 10479, 10632, 73567, 12219]"
Betty Blue,11986,"[4485, 4710, 54083, 1629, 15383, 89049, 2786, 11876, 14652, 41277]"
Vivre Sa Vie,1626,"[54083, 4710, 2786, 8074, 8072, 1629, 266, 269, 25832, 15383]"
Wild at Heart,483,"[793, 1730, 1955, 404, 1923, 985, 1018, 638, 841, 20794]"
The Witches,10166,"[124645, 991, 26606, 33214, 931, 36040, 168705, 9954, 11342, 74461]"
The Witches of Eastwick,6069,"[2007, 9447, 9355, 9836, 76341, 9659, 8810, 37530, 5680, 70436]"
Follow the Fleet,28292,"[31530, 28288, 3080, 13485, 20325, 31516, 43239, 66473, 33738, 43029]"
What's New Pussycat?,3681,"[3001, 31044, 21362, 42160, 31633, 6964, 1824, 9919, 11066, 30892]"
Swing Time,20325,"[66473, 25673, 20640, 23159, 2428, 24965, 43795, 3110, 2576, 31530]"
The Public Enemy,17687,"[31623, 17761, 19610, 37650, 28966, 32484, 15938, 38727, 13888, 27597]"
Life with Father,41465,"[43517, 16905, 13368, 30462, 1718, 13696, 5996, 29117, 10907, 18644]"
National Velvet,17641,"[19049, 28356, 43177, 11846, 28356, 23114, 12920, 28178, 43535, 65157]"
Jesus Christ Superstar,12545,"[41488, 24625, 10400, 24735, 886, 45840, 4939, 14811, 22233, 2039]"
Dark Victory,27972,"[56135, 19169, 33680, 43525, 1976, 3084, 17801, 60437, 37975, 46797]"
Birdman of Alcatraz,898,"[86616, 2155, 20620, 23518, 18588, 14462, 26932, 8195, 8438, 5996]"
Aguirre: The Wrath of God,2000,"[53200, 9343, 12172, 11710, 67217, 8672, 9952, 99657, 88893, 55624]"
The Birth of a Nation,618,"[3059, 85638, 16442, 8881, 777, 11953, 11101, 8880, 54102, 20595]"
Juliet of the Spirits,19120,"[42021, 7857, 12548, 47715, 42590, 11163, 5622, 43361, 19426, 439]"
Last Year at Marienbad,4024,"[39543, 5544, 803, 37672, 3084, 18299, 24016, 60437, 255, 72570]"
The Tragedy of Macbeth,11316,"[11502, 3053, 11482, 4772, 197082, 11439, 10531, 11481, 10675, 72113]"
Red River,3089,"[6644, 11385, 301, 39231, 43832, 23567, 759, 900, 29884, 31835]"
A Woman Under the Influence,29845,"[32040, 10889, 753, 24229, 46991, 77332, 48149, 31005, 19114, 805]"
A Shot in the Dark,1594,"[12096, 10794, 6081, 12268, 9699, 11843, 52961, 12614, 11575, 9051]"
The Navigator,32318,"[22575, 50704, 38742, 34847, 51359, 51362, 25770, 51360, 25768, 992]"
The Court Jester,11839,"[27281, 332, 14361, 11212, 14560, 26441, 11335, 1499, 12279, 98566]"
Bullitt,916,"[29185, 12623, 221917, 20283, 35068, 161495, 849, 26039, 139567, 22907]"
Jezebel,1976,"[133805, 31507, 17801, 3084, 20139, 27367, 887, 43802, 16085, 43258]"
42nd Street,3062,"[872, 224141, 11887, 14831, 6279, 1816, 31530, 31516, 43239, 20325]"
I'm No Angel,34456,"[42861, 23567, 43595, 32294, 27437, 9489, 30295, 13476, 79519, 1968]"
That Touch of Mink,12708,"[40894, 38684, 15919, 34456, 4939, 32294, 33666, 22233, 24203, 27437]"
Sweet Dreams,42045,"[37230, 12537, 284536, 42724, 12509, 42158, 58467, 9816, 3055, 41758]"
"Play It Again, Sam",11610,"[10860, 14741, 61280, 39282, 42597, 13571, 1793, 16384, 17450, 12661]"
Send Me No Flowers,4939,"[22233, 45840, 24625, 31918, 2039, 41488, 9058, 3587, 10400, 24735]"
Pygmalion,25016,"[50463, 24137, 38291, 43673, 54155, 43775, 21349, 16222, 12919, 25985]"
A Passage to India,15927,"[50363, 257, 826, 38953, 16410, 851, 947, 907, 19072, 139405]"
Black Orpheus,40423,"[17889, 150689, 11887, 15668, 18283, 29380, 824, 4688, 6282, 20529]"
Amarcord,7857,"[12548, 47715, 42021, 19120, 42590, 5622, 11163, 43361, 439, 41225]"
Horse Feathers,13912,"[13911, 116745, 25770, 23101, 25694, 13913, 20625, 37719, 26182, 22575]"
The Front Page,987,"[1888, 18299, 239, 10653, 2690, 18776, 39871, 632, 284, 6620]"
Looking for Mr. Goodbar,37749,"[22013, 26516, 33632, 18900, 57575, 261, 32617, 52856, 10385, 42449]"
Rivers and Tides,30140,"[20561, 20562, 20553, 26763, 40215, 55624, 41569, 62437, 20565, 8439]"
Nausicaä of the Valley of the Wind,81,"[158483, 128, 129, 15371, 4935, 12429, 11621, 16859, 10515, 149870]"
Doc Hollywood,11821,"[11780, 3093, 32261, 4824, 8092, 12651, 8588, 4917, 39406, 9087]"
Dragnet,10023,"[13650, 15120, 18065, 208869, 11568, 29492, 5175, 3172, 6081, 5174]"
1941,11519,"[640, 11352, 424, 180, 11831, 15301, 57212, 296098, 17578, 857]"
Foul Play,15659,"[19494, 16363, 144953, 31610, 14594, 11219, 6037, 16148, 27841, 31593]"
Crime Story,18857,"[9448, 9039, 9056, 18612, 29185, 7873, 22907, 10975, 21454, 19380]"
Blind Beast,27425,"[149509, 47620, 29030, 24111, 6537, 11343, 328425, 39931, 1933, 9539]"
Ryan's Daughter,38953,"[50363, 851, 15927, 907, 16410, 826, 257, 19072, 947, 76543]"
Deep Red,20126,"[29702, 16395, 29161, 11906, 28055, 27452, 9656, 23761, 42689, 57447]"
Leprechaun,11811,"[49728, 37342, 9707, 18011, 10961, 11592, 10212, 40446, 8869, 29161]"
Adam's Rib,25431,"[33575, 31866, 39130, 44968, 43232, 39938, 19610, 41206, 13972, 16274]"
King of Hearts,17685,"[651, 632, 29937, 25037, 10368, 10015, 42086, 37853, 61416, 10364]"
Naked Lunch,2742,"[1413, 9613, 48231, 1946, 28942, 157851, 837, 47466, 29437, 27429]"
Spring Forward,51145,"[24078, 125705, 340, 54405, 25248, 49963, 29193, 23333, 24348, 26195]"
The Killing of a Chinese Bookie,32040,"[10889, 29845, 753, 24229, 20721, 4147, 26332, 25927, 245916, 14807]"
Darling,24134,"[32513, 3116, 26535, 250734, 17182, 5122, 118098, 26578, 45938, 32076]"
A Summer Place,18904,"[44916, 16227, 5176, 22871, 33667, 40085, 8051, 3084, 60437, 25538]"
A Night at the Opera,37719,"[11939, 23283, 27854, 19140, 53779, 42852, 26182, 22575, 15938, 13913]"
Shoot the Piano Player,1818,"[147, 1627, 1714, 1716, 259, 1628, 1829, 1675, 258, 255]"
Stolen Kisses,255,"[259, 258, 1675, 147, 1627, 1716, 1818, 1628, 1714, 1829]"
The Cooler,10744,"[7304, 21991, 113947, 12714, 3084, 10025, 20637, 60437, 284276, 22828]"
In America,10511,"[10060, 7445, 10161, 7984, 76543, 49012, 3084, 3525, 60437, 2577]"
Honey,10028,"[68817, 15259, 535, 68817, 2976, 9762, 2287, 18283, 10560, 28288]"
The Last Samurai,616,"[9882, 18169, 9665, 13813, 4476, 10684, 245698, 1372, 43347, 11953]"
Big Fish,587,"[5683, 87093, 2668, 162, 118, 25694, 2661, 32085, 62213, 4011]"
Something's Gotta Give,6964,"[22897, 257211, 62976, 9820, 1581, 52856, 12779, 10385, 10642, 50463]"
Stuck on You,1792,"[76489, 100042, 2123, 48988, 9038, 11431, 11543, 9889, 544, 12610]"
Girl with a Pearl Earring,3635,"[1248, 80070, 37606, 35987, 13435, 4556, 5038, 152742, 8356, 12717]"
The Statement,41488,"[24625, 10400, 24735, 886, 45840, 4939, 17443, 22233, 2039, 31918]"
The Lord of the Rings: The Return of the King,122,"[121, 120, 122917, 49051, 57158, 254, 10779, 9964, 7980, 763]"
Mona Lisa Smile,11820,"[22279, 26561, 12596, 9543, 9366, 712, 40913, 674, 11191, 9441]"
Calendar Girls,8696,"[46138, 8976, 2360, 38291, 16888, 53185, 3486, 10297, 11938, 22279]"
The Fog of War,12698,"[30142, 14285, 1358, 24998, 25099, 28216, 24458, 22905, 42611, 30856]"
House of Sand and Fog,11093,"[123047, 47104, 14120, 47249, 13990, 45958, 11593, 38909, 52772, 60141]"
Monster,504,"[20712, 10692, 42148, 16934, 12093, 14583, 281, 40913, 3134, 45129]"
Cold Mountain,2289,"[1253, 31911, 18317, 409, 1213, 1364, 10362, 4478, 2623, 1360]"
Paycheck,9620,"[47423, 2019, 12289, 15384, 10835, 11782, 754, 9208, 12100, 11471]"
The Company,52036,"[66487, 41662, 71125, 55309, 45695, 3121, 29005, 5279, 67772, 10403]"
Aileen: Life and Death of a Serial Killer,37088,"[13907, 63076, 34328, 15665, 20595, 51927, 24348, 8940, 21925, 27375]"
Distant,31026,"[47104, 14120, 11593, 38909, 60141, 19819, 3084, 54580, 60437, 67612]"
Along Came Polly,5966,"[16538, 16155, 79519, 20943, 9398, 329833, 41034, 34456, 7446, 9051]"
Osama,14757,"[24348, 52855, 25994, 37532, 24858, 24276, 38809, 15867, 18734, 37230]"
Odds Against Tomorrow,26983,"[28577, 17218, 43336, 18784, 30346, 49126, 42658, 5923, 11618, 28436]"
Lord Love a Duck,52867,"[2108, 243684, 9571, 13346, 16094, 41760, 33560, 11887, 156700, 2028]"
Once Upon a Crime,27465,"[2620, 9074, 42228, 2619, 8275, 10678, 9641, 26123, 11718, 8274]"
"Car 54, Where Are You?",31395,"[25447, 11090, 9876, 35463, 11563, 14908, 1775, 40505, 19419, 35944]"
Only the Strong,15797,"[9594, 8348, 21866, 17169, 26769, 14943, 1775, 10632, 226229, 20762]"
The Adventures of Ford Fairlane,9548,"[13252, 16617, 10477, 8914, 1408, 9954, 9350, 11412, 10131, 1573]"
The Men,1882,"[42222, 93775, 874, 11426, 13936, 288, 4909, 10312, 26976, 18647]"
The Pick-up Artist,17258,"[38809, 8940, 32456, 63435, 2075, 45905, 9464, 256591, 14864, 31776]"
Melvin Goes to Dinner,34681,"[14236, 16453, 129670, 25774, 61536, 47686, 23752, 39197, 20306, 54405]"
Hells Angels on Wheels,33642,"[42160, 2124, 72031, 22314, 27418, 49291, 51823, 25927, 11358, 11647]"
Mon oncle,427,"[10227, 778, 8346, 1629, 194, 759, 15383, 7445, 2786, 14652]"
Where the Boys Are,43049,"[106833, 88751, 41007, 31357, 59930, 32513, 18169, 32060, 24071, 31121]"
Dr. Jekyll and Mr. Hyde,3022,"[38077, 770, 630, 47620, 13559, 38126, 318033, 3035, 47466, 1551]"
Monsieur  Hulot's Holiday,778,"[10227, 427, 17037, 41465, 13767, 850, 7233, 13680, 771, 772]"
My Darling Clementine,3088,"[3114, 43266, 37853, 18771, 43869, 13909, 596, 11617, 25009, 11697]"
People Will Talk,23152,"[45578, 8095, 34689, 4825, 28433, 993, 22292, 14698, 705, 8488]"
I Was a Male War Bride,23567,"[39231, 900, 759, 29884, 31835, 43832, 3085, 11385, 6644, 3089]"
To Have and Have Not,22584,"[43832, 877, 39231, 1815, 11385, 23567, 16442, 29884, 759, 6644]"
High Sierra,27725,"[16933, 26712, 23928, 51426, 15794, 28963, 62676, 44629, 95516, 77670]"
Dark Passage,16227,"[18904, 44916, 22871, 5176, 20689, 48260, 22784, 1815, 9281, 9303]"
They Drive by Night,16933,"[26712, 27725, 51426, 15794, 23928, 28963, 41462, 31152, 17131, 18398]"
Reefer Madness,37833,"[9812, 42015, 9675, 15730, 21450, 15321, 108401, 24081, 31306, 33078]"
Cool World,14239,"[15035, 123, 29204, 12593, 16220, 70089, 18917, 13394, 42521, 12889]"
La Strada,405,"[47715, 42590, 11163, 42021, 19120, 7857, 12548, 19426, 43361, 41225]"
Ichi the Killer,9696,"[14943, 12487, 13637, 11315, 120852, 11075, 58857, 4241, 9694, 2332]"
A Boy and His Dog,4917,"[32261, 8092, 12651, 19673, 1705, 11821, 11780, 8588, 15785, 42033]"
Ashes and Diamonds,5055,"[37305, 8016, 228150, 124645, 42130, 76025, 13560, 30970, 43488, 43510]"
Intolerance: Love's Struggle Throughout the Ages,3059,"[618, 85638, 18183, 4974, 19460, 1405, 40454, 5691, 16661, 36612]"
Tormented,28586,"[66918, 870, 2290, 28177, 16231, 7216, 28679, 11059, 13555, 11531]"
Chitty Chitty Bang Bang,11708,"[18974, 16081, 15138, 879, 12335, 12129, 12222, 196257, 37108, 18360]"
The Legend of Suriyothai,27329,"[55551, 17139, 21253, 826, 777, 42611, 8881, 11101, 60141, 8880]"
The Out of Towners,20444,"[6393, 23945, 20242, 41760, 42791, 32082, 19827, 41913, 11185, 11558]"
The Butterfly Effect,1954,"[206487, 24750, 227719, 25557, 30202, 1903, 33172, 10796, 15050, 7916]"
Win a Date with Tad Hamilton!,13476,"[20943, 8835, 37821, 4379, 8065, 34806, 34456, 13477, 38408, 9489]"
Touching the Void,11194,"[90125, 34045, 66150, 49494, 1523, 16995, 9350, 88893, 11678, 49021]"
The Big Bounce,12634,"[9434, 14931, 256591, 9384, 52770, 13685, 5516, 16155, 2084, 13373]"
The Perfect Score,13505,"[9757, 20857, 72358, 14817, 20697, 14709, 11260, 109431, 158990, 41579]"
Latter Days,15708,"[26032, 50463, 24137, 38291, 43673, 54155, 43775, 21349, 16222, 12919]"
Miracle,14292,"[55123, 13150, 59440, 63639, 1921, 12723, 22625, 129628, 10078, 63581]"
The Dreamers,1278,"[14553, 1643, 44297, 24016, 8416, 1689, 30636, 746, 41843, 11452]"
The Lost Skeleton of Cadavra,18841,"[29938, 26278, 4365, 11773, 19483, 12718, 60935, 9612, 18462, 9035]"
Super Fly,21968,"[2061, 29185, 13939, 22907, 31017, 96721, 21454, 19380, 1266, 6075]"
Da Hip Hop Witch,76176,"[27764, 19064, 37530, 27767, 17287, 6069, 5072, 14451, 9431, 9406]"
Swing Shift,18446,"[42015, 62695, 85325, 39437, 275601, 2321, 14976, 24128, 13440, 15675]"
Thirteen,11023,"[9787, 8966, 49730, 42148, 13526, 45129, 32303, 23957, 31152, 3134]"
50 First Dates,1824,"[11381, 36593, 9506, 9291, 64807, 17795, 12107, 11665, 11003, 34456]"
Welcome to Mooseport,16784,"[50463, 11011, 11191, 1493, 11112, 9919, 9849, 11520, 10025, 10833]"
Monsieur Ibrahim,337,"[197537, 11222, 175, 507, 759, 2014, 64, 427, 451, 12491]"
Vanishing Point,11951,"[9615, 14807, 18674, 11647, 22617, 9884, 72031, 22314, 20721, 27418]"
The Thief of Bagdad,28963,"[26712, 23928, 27725, 51426, 16933, 15794, 45325, 43037, 29918, 27985]"
The Diary of Anne Frank,2576,"[25673, 2428, 24965, 43795, 3110, 20325, 66473, 23159, 20640, 1712]"
Black Widow,19345,"[26617, 50627, 31640, 25736, 33214, 31930, 31043, 30964, 13440, 5780]"
Flesh + Blood,12775,"[633, 10802, 563, 9383, 97020, 64635, 402, 14120, 9093, 308504]"
The Black Pirate,50075,"[42657, 27418, 29339, 15030, 271969, 12289, 30266, 147441, 85689, 1059]"
"Goodbye, Mr. Chips",42852,"[23283, 27854, 19140, 37719, 11939, 53779, 10269, 42635, 32911, 22387]"
"Follow Me, Boys!",40454,"[25445, 14612, 20277, 18660, 19378, 43535, 65157, 65158, 123056, 15397]"
Against the Ropes,8842,"[34615, 49471, 12618, 2086, 4970, 26352, 17585, 8077, 109410, 14534]"
Confessions of a Teenage Drama Queen,11132,"[9346, 16094, 84199, 32058, 15037, 9820, 11355, 36196, 2608, 9293]"
EuroTrip,9352,"[19053, 14922, 18835, 40264, 300, 24469, 40772, 8469, 10246, 634]"
The Passion of the Christ,615,"[10502, 197, 1579, 38557, 31955, 50780, 29911, 11541, 2112, 125705]"
Club Dread,11217,"[9988, 39939, 6519, 34423, 10961, 18086, 28605, 13121, 179538, 27475]"
Dirty Dancing: Havana Nights,10677,"[16876, 37141, 9762, 22189, 17127, 535, 3084, 11541, 60437, 9688]"
"Good bye, Lenin!",338,"[13818, 41951, 59930, 32513, 18169, 32060, 24071, 31121, 25010, 17190]"
Hidalgo,2023,"[10249, 9354, 8844, 15139, 7978, 331, 13466, 1771, 32617, 18118]"
Starsky & Hutch,9384,"[11635, 109439, 46697, 45243, 41733, 18785, 9285, 9398, 329833, 7446]"
Persona,797,"[29454, 76025, 10238, 47735, 12761, 29455, 11602, 11656, 614, 133919]"
The Front,1723,"[34322, 42489, 40842, 40085, 40634, 36094, 24748, 13580, 11337, 38031]"
Pickup on South Street,25955,"[25504, 16121, 47955, 19119, 21594, 32078, 1830, 25736, 42449, 53712]"
Just One of the Guys,24548,"[14370, 26123, 9893, 272693, 37818, 32058, 24621, 14845, 19840, 12538]"
Wisconsin Death Trip,37044,"[84336, 266856, 63579, 14048, 70912, 11318, 1396, 13537, 14050, 25624]"
Secret Window,1586,"[58770, 49526, 12797, 11601, 638, 57157, 82501, 521, 12150, 22318]"
Spartan,11169,"[21991, 22828, 52770, 11088, 29193, 26719, 173153, 28519, 26268, 9386]"
Broken Wings,49689,"[47104, 117629, 14120, 11593, 38909, 60141, 19819, 3084, 54580, 60437]"
Wilbur Wants to Kill Himself,156,"[112, 51828, 24684, 343, 258099, 14629, 50035, 83714, 15019, 38093]"
Mad Dog and Glory,10433,"[23223, 229182, 10692, 617, 10729, 9301, 45905, 184, 3172, 6073]"
The Wind in the Willows,47168,"[11828, 583, 24795, 11395, 12129, 9598, 6116, 12222, 74465, 11451]"
Peyton Place,43236,"[42541, 37451, 28528, 3055, 24111, 20945, 21876, 11123, 57103, 39940]"
Searching for Debra Winger,142168,"[8130, 102933, 9054, 2069, 12645, 175, 10843, 113273, 85778, 124676]"
Eternal Sunshine of the Spotless Mind,38,"[8938, 157820, 4953, 300, 292, 40805, 441, 152601, 31011, 35412]"
Taking Lives,11081,"[8271, 13027, 11468, 46529, 9910, 31017, 22787, 9455, 10354, 19380]"
Jersey Girl,9541,"[2294, 2292, 2295, 246403, 1832, 2255, 2293, 10358, 23742, 48572]"
Scooby-Doo 2: Monsters Unleashed,11024,"[9637, 9600, 14405, 77931, 41513, 9714, 11355, 110147, 14506, 184315]"
Dogville,553,"[1951, 12456, 5206, 62215, 4349, 9065, 249397, 16, 17609, 145]"
Ned Kelly,10544,"[38199, 4107, 189197, 9664, 15876, 9361, 10733, 10479, 10105, 271969]"
Hellboy,1487,"[68726, 11253, 1433, 36586, 11655, 4961, 1417, 9651, 9480, 10529]"
Home on the Range,13700,"[14175, 16690, 33539, 18095, 20662, 51739, 14518, 13053, 12429, 62211]"
The Prince & Me,11137,"[18080, 83714, 14370, 54982, 32221, 19053, 47939, 10642, 9489, 37818]"
Walking Tall,11358,"[13950, 27418, 33642, 11372, 14807, 22617, 72031, 22314, 63435, 29339]"
Ella Enchanted,14442,"[17539, 10050, 13008, 34584, 10140, 150689, 17834, 2493, 25694, 266647]"
The Whole Ten Yards,2122,"[41579, 27472, 2617, 10393, 15602, 15143, 11522, 17133, 47423, 66195]"
I'm Not Scared,25300,"[38251, 215373, 26268, 10851, 4193, 12493, 4281, 53712, 44629, 95516]"
The Ten Commandments,6844,"[27191, 5051, 2428, 271969, 24248, 11831, 1941, 37044, 21634, 1396]"
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 hours 11 minutes,10338,"[25872, 18444, 19051, 9760, 27281, 332, 15365, 6068, 45864, 20678]"
Scenes from a Marriage,133919,"[29454, 47735, 76025, 10238, 12761, 29455, 44864, 11602, 11656, 797]"
Africa Screams,20278,"[3073, 15944, 26661, 33475, 14170, 147729, 20678, 87818, 9273, 11575]"
Munchies,4365,"[18841, 18462, 10829, 12718, 15482, 9964, 9035, 37843, 28070, 10344]"
The Late Show,42228,"[8966, 11593, 61178, 13681, 12647, 10922, 12102, 30141, 27465, 78237]"
After Hours,10843,"[65673, 22784, 19082, 16153, 42694, 524, 12637, 11873, 55676, 262]"
Connie and Carla,15673,"[34482, 13767, 23023, 2759, 6279, 4484, 13595, 21059, 161, 1574]"
Kill Bill: Vol. 2,393,"[24, 500, 184, 680, 273248, 1991, 16869, 68718, 20174, 21610]"
13 Going on 30,10096,"[10521, 37056, 9986, 9007, 2619, 28370, 9678, 12797, 22688, 9722]"
Man on Fire,9509,"[44048, 1535, 9923, 7551, 18487, 8963, 319, 74899, 2119, 9798]"
Envy,10710,"[10896, 8944, 13776, 9895, 27141, 3172, 11393, 10881, 8984, 10337]"
Godsend,11058,"[467, 318033, 1551, 47620, 72190, 25557, 13559, 15301, 33172, 25769]"
Laws of Attraction,11141,"[9486, 10215, 9989, 31633, 29076, 12518, 41602, 10720, 51955, 26180]"
Mean Girls,10625,"[24940, 196257, 33344, 9007, 58224, 12556, 8204, 272693, 37725, 19840]"
New York Minute,11025,"[10735, 10956, 276165, 27465, 24548, 14370, 26123, 38117, 11017, 23427]"
Van Helsing,7131,"[1734, 9457, 34723, 278927, 18990, 14869, 49017, 10577, 52520, 33521]"
Valentin,30125,"[2044, 43775, 47507, 12779, 54325, 50463, 24137, 38291, 43673, 54155]"
Troy,652,"[2133, 2071, 387, 6950, 34584, 503, 11864, 9386, 9772, 4476]"
Carandiru,8440,"[40962, 42148, 11703, 7347, 60141, 5996, 9291, 10360, 67612, 245706]"
Coffee and Cigarettes,883,"[37997, 8284, 1554, 11305, 469, 308, 62422, 152603, 339, 4816]"
Swimming to Cambodia,42015,"[18446, 62695, 85325, 39437, 275601, 14976, 24128, 13440, 2321, 15675]"
Enemy Mine,11864,"[2133, 6950, 2071, 387, 652, 9386, 34584, 503, 9772, 8410]"
Enter the Dragon,9461,"[13333, 19267, 9056, 10975, 9462, 10622, 21519, 2109, 2085, 11134]"
The Rolling Stones: Gimme Shelter,132,"[19851, 27375, 7944, 9459, 13963, 28030, 391698, 10174, 20604, 3172]"
Henry & June,17993,"[10876, 9549, 233, 10644, 11850, 7007, 41007, 34444, 8866, 29371]"
Martin,26517,"[22167, 11683, 19185, 8408, 16281, 29427, 29787, 10349, 923, 9792]"
The Three Faces of Eve,28285,"[654, 26170, 1941, 26038, 43771, 30072, 99040, 2291, 74692, 37258]"
100 Girls,10035,"[4141, 28387, 24070, 13203, 84184, 8992, 59930, 32513, 18169, 32060]"
Fail-Safe,502,"[4916, 84278, 43004, 20540, 32047, 18197, 37258, 9040, 24226, 9950]"
Kwaidan,30959,"[14537, 31217, 16373, 33516, 45649, 15301, 9945, 20481, 25508, 10823]"
28 Up,20561,"[20562, 20553, 51863, 50754, 116167, 20565, 13365, 15163, 54752, 26203]"
You Only Live Twice,667,"[691, 657, 18683, 38291, 698, 8849, 646, 18801, 682, 708]"
Octopussy,700,"[699, 709, 2038, 707, 708, 691, 710, 36669, 658, 36643]"
The Blue Gardenia,21594,"[52758, 21451, 12206, 36786, 5998, 24003, 14580, 228150, 832, 17136]"
