homepage,id,imdb_id,original_title,cast,director
,16358,tt0349416,Eulogy,"['hankazaria', 'jessebradford', 'zooeydeschanel']",michaelclancy
,2438,tt0046874,The Country Girl,"['bingcrosby', 'gracekelly', 'williamholden']",georgeseaton
,65550,tt0048563,The Rose Tattoo,"['annamagnani', 'burtlancaster', 'bencooper']",danielmann
,11121,tt0080009,Tess,"['nastassjakinski', 'peterfirth', 'leighlawson']",romanpolanski
,21241,tt0074279,Cannonball,"['davidcarradine', 'billmckinney', 'veronicahamel']",paulbartel
,3053,tt0061655,The Fearless Vampire Killers,"['jackmacgowran', 'romanpolanski', 'alfiebass']",romanpolanski
,28356,tt0066834,Black Beauty,"['marklester', 'walterslezak', 'peterleelawrence']",jameshill
,12456,tt0354575,De fem benspænd,"['clausnissen', 'larsvontrier', 'majkenalgrennielsen']",larsvontrier
,55047,tt0342143,Born Rich,"['ivankatrump', 'georginabloomberg', 'christinafloyd']",jamiejohnson
,18499,tt0090985,Le déclin de l'empire américain,"['dominiquemichel', 'dorothéeberryman', 'louiseportal']",denysarcand
,13644,tt0101301,All I Want For Christmas,"['harleyjanekozak', 'jameysheridan', 'thorabirch']",robertlieberman
http://www.universalstudiosentertainment.com/friday-night-lights/,13416,tt0390022,Friday Night Lights,"['billybobthornton', 'lucasblack', 'garretthedlund']",peterberg
,1435,tt0390538,Tarnation,"['reneeleblanc', 'adolphdavis', 'jonathancaouette']",jonathancaouette
,18701,tt0340012,Being Julia,"['michaelgambon', 'annettebening', 'leighlawson']",istvánszabó
,15566,tt0252028,Surviving Christmas,"['benaffleck', 'jamesgandolfini', 'christinaapplegate']",mikemitchell
,1970,tt0391198,The Grudge,"['sarahmichellegellar', 'jasonbehr', 'cleaduvall']",takashishimizu
,8849,tt0375173,Alfie,"['judelaw', 'marisatomei', 'omarepps']",charlesshyer
http://www.foxsearchlight.com/sideways/,9675,tt0375063,Sideways,"['paulgiamatti', 'thomashadenchurch', 'virginiamadsen']",alexanderpayne
,4553,tt0361862,The Machinist,"['christianbale', 'jenniferjasonleigh', 'aitanasánchez-gijón']",bradanderson
,11109,tt0383694,Vera Drake,"['imeldastaunton', 'sallyhawkins', 'richardgraham']",mikeleigh
,126148,tt0396705,Lightning in a Bottle,"['greggallman', 'solomonburke', 'billcosby']",antoinefuqua
http://www.undertowmovie.com/,16131,tt0360130,Undertow,"['jamiebell', 'kristenstewart', 'robertlongstreet']",davidgordongreen
,176,tt0387564,Saw,"['caryelwes', 'dannyglover', 'monicapotter']",jameswan
,1677,tt0350258,Ray,"['jamiefoxx', 'kerrywashington', 'reginaking']",taylorhackford
http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html,9806,tt0317705,The Incredibles,"['craigt.nelson', 'hollyhunter', 'samuell.jackson']",bradbird
,12777,tt0273689,It's All About Love,"['joaquinphoenix', 'clairedanes', 'seanpenn']",thomasvinterberg
,47959,tt0274407,Callas Forever,"['fannyardant', 'jeremyirons', 'joanplowright']",francozeffirelli
,5255,tt0338348,The Polar Express,"['tomhanks', 'michaeljeter', 'nonagaye']",robertzemeckis
,11184,tt0362269,Kinsey,"['liamneeson', 'lauralinney', ""chriso'donnell""]",billcondon
http://www.afterthesunset.com/,10589,tt0367479,After the Sunset,"['piercebrosnan', 'salmahayek', 'woodyharrelson']",brettratner
,9801,tt0317198,Bridget Jones: The Edge of Reason,"['renéezellweger', 'hughgrant', 'colinfirth']",beebankidron
,866,tt0308644,Finding Neverland,"['johnnydepp', 'katewinslet', 'juliechristie']",marcforster
,2059,tt0368891,National Treasure,"['nicolascage', 'dianekruger', 'justinbartha']",jonturteltaub
http://www.lamalaeducacion.com,140,tt0275491,La mala educación,"['gaelgarcíabernal', 'felemartínez', 'danielgiménezcacho']",pedroalmodóvar
,11836,tt0345950,The SpongeBob SquarePants Movie,"['tomkenny', 'clancybrown', 'rodgerbumpass']",stephenhillenburg
,1966,tt0346491,Alexander,"['colinfarrell', 'angelinajolie', 'valkilmer']",oliverstone
,174787,tt0884842,Guerrilla: The Taking of Patty Hearst,['patriciahearst'],robertstone
,2288,tt0376541,Closer,"['juliaroberts', 'judelaw', 'natalieportman']",mikenichols
,15397,tt0327919,I Am David,"['bentibber', 'jimcaviezel', 'joanplowright']",paulfeig
,9550,tt0385004,十面埋伏,"['takeshikaneshiro', 'andylau', 'zhangziyi']",zhangyimou
http://oceans12.warnerbros.com/,163,tt0349903,Ocean's Twelve,"['georgeclooney', 'bradpitt', 'catherinezeta-jones']",stevensoderbergh
http://www.warnerbros.com/blade-trinity,36648,tt0359013,Blade: Trinity,"['wesleysnipes', 'kriskristofferson', 'dominicpurcell']",davids.goyer
,15788,tt0053644,The Bellboy,"['jerrylewis', 'alexgerry', 'miltonberle']",jerrylewis
,33377,tt0403910,Bush's Brain,[],josephmealey
,18973,tt0053716,Cinderfella,"['jerrylewis', 'edwynn', 'judithanderson']",franktashlin
,41253,tt0051516,Damn Yankees!,"['tabhunter', 'gwenverdon', 'raywalston']",georgeabbott
,33740,tt0072272,That's Entertainment!,"['fredastaire', 'bingcrosby', 'genekelly']",jackhaleyjr.
,74719,tt0075323,"That's Entertainment, Part II","['fredastaire', 'genekelly', 'judygarland']",genekelly
,77448,tt0111408,That's Entertainment! III,"['juneallyson', 'cydcharisse', 'lenahorne']",budfriedgen
,43752,tt0054453,The Wackiest Ship in the Army,"['jacklemmon', 'rickynelson', 'johnlund']",richardmurphy
,16248,tt0088979,D.A.R.Y.L.,"['marybethhurt', 'michaelmckean', 'barretoliver']",simonwincer
,15613,tt0106912,Fire in the Sky,"['d.b.sweeney', 'robertpatrick', 'craigsheffer']",robertlieberman
,8424,tt0364517,Jeux d'enfants,"['guillaumecanet', 'marioncotillard', 'thibaultverhaeghe']",yannsamuell
,50085,tt0045109,Ruby Gentry,"['jenniferjones', 'charltonheston', 'karlmalden']",kingvidor
,18889,tt0391024,Control Room,"['samirkhader', 'joshrushing', 'georgew.bush']",jehanenoujaim
,2972,tt0011237,"Der Golem, wie er in die Welt kam","['paulwegener', 'albertsteinrück', 'lydasalmonova']",paulwegener
,57283,tt0013257,Häxan,"['elithpio', 'oscarstribolt', 'marenpedersen']",benjaminchristensen
,992,tt0015324,"Sherlock, Jr.","['busterkeaton', 'kathrynmcguire', 'joekeaton']",busterkeaton
,42359,tt0015841,The Freshman,"['haroldlloyd', 'jobynaralston', 'brooksbenedict']",fredc.newmeyer
,1405,tt0015881,Greed,"['zasupitts', 'gibsongowland', 'jeanhersholt']",erichvonstroheim
,964,tt0016220,The Phantom of the Opera,"['lonchaney', 'maryphilbin', 'normankerry']",rupertjulian
,905,tt0018737,Die Büchse der Pandora,"['louisebrooks', 'fritzkortner', 'francislederer']",g.w.pabst
,31411,tt0018742,The Cameraman,"['busterkeaton', 'marcelineday', 'haroldgoodwin']",busterkeaton
,25768,tt0019421,"Steamboat Bill, Jr.","['busterkeaton', 'ernesttorrence', 'tommcguire']",busterkeaton
,626,tt0020530,Un chien andalou,"['luisbuñuel', 'salvadordalí', 'pierrebatcheff']",luisbuñuel
,27899,tt0021079,Little Caesar,"['edwardg.robinson', 'douglasfairbanksjr.', 'glendafarrell']",mervynleroy
,5729,tt0021577,L'âge d'or,"['gastonmodot', 'lyalys', 'maxernst']",luisbuñuel
,13911,tt0022158,Monkey Business,"['grouchomarx', 'harpomarx', 'chicomarx']",normanz.mcleod
,877,tt0023427,Scarface,"['paulmuni', 'anndvorak', 'karenmorley']",howardhawks
,28268,tt0023634,Otona no miru ehon - Umarete wa mita keredo,"['tomioaoki', 'tatsuosaitô', 'mitsukoyoshikawa']",yasujirōozu
,39130,tt0023948,Dinner at Eight,"['mariedressler', 'johnbarrymore', 'wallacebeery']",georgecukor
,43595,tt0024548,She Done Him Wrong,"['maewest', 'carygrant', 'owenmoore']",lowellsherman
,43904,tt0024844,L'Atalante,"['michelsimon', 'ditaparlo', 'jeandasté']",jeanvigo
,24106,tt0024894,The Black Cat,"['boriskarloff', 'belalugosi', 'davidmanners']",edgarg.ulmer
,14615,tt0027652,Fury,"['sylviasidney', 'spencertracy', 'walterabel']",fritzlang
,31773,tt0027884,Libeled Lady,"['jeanharlow', 'williampowell', 'myrnaloy']",jackconway
,24807,tt0027996,Mr. Deeds Goes to Town,"['garycooper', 'jeanarthur', 'georgebancroft']",frankcapra
,17030,tt0028096,The Petrified Forest,"['lesliehoward', 'bettedavis', 'genevievetobin']",archiemayo
,37650,tt0029322,Nothing Sacred,"['carolelombard', 'fredricmarch', 'charleswinninger']",williama.wellman
,43864,tt0029604,Stage Door,"['katharinehepburn', 'gingerrogers', 'adolphemenjou']",gregorylacava
,23101,tt0029682,Topper,"['constancebennett', 'carygrant', 'rolandyoung']",normanz.mcleod
,16274,tt0030241,Holiday,"['katharinehepburn', 'carygrant', 'dorisnolan']",georgecukor
,55207,tt0031359,Gaslight,"['adolfwohlbrück', 'dianawynyard', 'frankpettingell']",thorolddickinson
,3084,tt0032145,Wuthering Heights,"['merleoberon', 'laurenceolivier', 'davidniven']",williamwyler
,17801,tt0032701,The Letter,"['bettedavis', 'herbertmarshall', 'jamesstephenson']",williamwyler
,29884,tt0033373,Ball of Fire,"['garycooper', 'barbarastanwyck', 's.z.sakall']",howardhawks
,28789,tt0033945,Never Give a Sucker an Even Break,"['w.c.fields', 'gloriajean', 'leonerrol']",edwardf.cline
,36612,tt0034828,The Hard Way,"['idalupino', 'dennismorgan', 'joanleslie']",vincentsherman
,22387,tt0035238,Random Harvest,"['ronaldcolman', 'greergarson', 'philipdorn']",mervynleroy
,18727,tt0035979,Heaven Can Wait,"['genetierney', 'donameche', 'charlescoburn']",ernstlubitsch
,41391,tt0036506,Vredens dag,"['prebenlerdorffrye', 'lisbethmovin', 'thorkildroose']",carltheodordreyer
,28436,tt0036733,The Curse of the Cat People,"['simonesimon', 'kentsmith', 'janerandolph']",robertwise
,22638,tt0036910,The Chronicle History of King Henry the Fifth with His Battell Fought at Agincourt in France,"['laurenceolivier', 'renéeasherson', 'ralphtruman']",laurenceolivier
,21451,tt0037075,Ministry of Fear,"['raymilland', 'marjoriereynolds', 'carlesmond']",fritzlang
,43307,tt0037094,Mr. Skeffington,"['bettedavis', 'clauderains', 'walterabel']",vincentsherman
,17136,tt0037469,The Woman in the Window,"['edwardg.robinson', 'joanbennett', 'raymondmassey']",fritzlang
,18771,tt0038160,They Were Expendable,"['robertmontgomery', 'johnwayne', 'donnareed']",johnford
,16090,tt0038369,The Blue Dahlia,"['alanladd', 'veronicalake', 'williambendix']",georgemarshall
,20246,tt0038991,The Stranger,"['edwardg.robinson', 'lorettayoung', 'orsonwelles']",orsonwelles
,19169,tt0039661,Nightmare Alley,"['tyronepower', 'joanblondell', 'coleengray']",edmundgoulding
,43461,tt0039677,Odd Man Out,"['jamesmason', 'robertnewton', 'cyrilcusack']",carolreed
,29380,tt0040308,Easter Parade,"['judygarland', 'fredastaire', 'peterlawford']",charleswalters
,3766,tt0040525,The Lady from Shanghai,"['ritahayworth', 'orsonwelles', 'everettsloane']",orsonwelles
,946,tt0040536,Letter from an Unknown Woman,"['joanfontaine', 'louisjourdan', 'madychristians']",maxophüls
,44190,tt0040872,They Live by Night,"[""cathyo'donnell"", 'farleygranger', 'howarddasilva']",nicholasray
,33115,tt0040919,Unfaithfully Yours,"['rexharrison', 'lindadarnell', 'rudyvallee']",prestonsturges
,45578,tt0041587,A Letter to Three Wives,"['jeannecrain', 'lindadarnell', 'annsothern']",josephl.mankiewicz
,43388,tt0042646,King Solomon's Mines,"['stewartgranger', 'deborahkerr', 'richardcarlson']",andrewmarton
,43390,tt0043012,Summer Stock,"['judygarland', 'genekelly', 'eddiebracken']",charleswalters
,43358,tt0044486,Carrie,"['laurenceolivier', 'jenniferjones', 'miriamhopkins']",williamwyler
,24003,tt0044502,Clash by Night,"['barbarastanwyck', 'pauldouglas', 'robertryan']",fritzlang
,13457,tt0047203,Magnificent Obsession,"['janewyman', 'rockhudson', 'barbararush']",douglassirk
,31372,tt0047444,宮本武蔵,"['toshirōmifune', 'rentarômikuni', 'marikookada']",hiroshiinagaki
,3111,tt0047522,A Star Is Born,"['judygarland', 'jamesmason', 'jackcarson']",georgecukor
,28696,tt0047677,The Wild One,"['marlonbrando', 'marymurphy', 'robertkeith']",lászlóbenedek
,803,tt0048434,Nuit et brouillard,"['michelbouquet', 'reinhardheydrich', 'heinrichhimmler']",alainresnais
,31374,tt0048579,続宮本武蔵　一乗寺の決闘,"['toshirōmifune', 'kojitsuruta', 'kaoruyachigusa']",hiroshiinagaki
,36439,tt0048752,Tuntematon sotilas,"['kostiklemelä', 'heikkisavolainen', 'reinotolvanen']",edvinlaine
,33319,tt0049012,ビルマの竪琴,"['rentarômikuni', 'shôjiyasui', 'junhamamura']",konichikawa
,28100,tt0049055,Carousel,"['gordonmacrae', 'shirleyjones', 'barbararuick']",henryking
,31378,tt0049710,宮本武蔵完結編　決闘巌流島,"['toshirōmifune', 'kojitsuruta', 'kaoruyachigusa']",hiroshiinagaki
,19742,tt0049782,空の大怪獣ラドン,"['kenjisahara', 'yumishirakawa', 'akihikohirata']",ishirôhonda
,18776,tt0051003,The Spirit of St. Louis,"['jamesstewart', 'murrayhamilton', 'patriciasmith']",billywilder
,690,tt0053168,Pickpocket,"['martinlasalle', 'marikagreen', 'jeanpélégri']",robertbresson
,109667,tt0055892,David and Lisa,"['keirdullea', 'janetmargolin', 'howarddasilva']",frankperry
,14537,tt0056058,切腹,"['tatsuyanakadai', 'rentarômikuni', 'shimaiwashita']",masakikobayashi
,13671,tt0056262,The Music Man,"['robertpreston', 'shirleyjones', 'buddyhackett']",mortondacosta
,11085,tt0056264,Mutiny on the Bounty,"['trevorhoward', 'marlonbrando', 'richardharris']",lewismilestone
,53218,tt0056300,La rivière du hibou,"['rogerjacquet', 'annecornaly', 'ankerlarsen']",robertenrico
,28367,tt0056700,The Wonderful World of the Brothers Grimm,"['laurenceharvey', 'karlheinzböhm', 'clairebloom']",georgepal
,21135,tt0056736,L'eclisse,"['alaindelon', 'monicavitti', 'franciscorabal']",michelangeloantonioni
,15421,tt0057877,Becket,"['richardburton', ""petero'toole"", 'johngielgud']",peterglenville
,10299,tt0058213,"Hush... Hush, Sweet Charlotte","['bettedavis', 'oliviadehavilland', 'agnesmoorehead']",robertaldrich
,24229,tt0058262,The Killers,"['leemarvin', 'angiedickinson', 'johncassavetes']",donsiegel
,3763,tt0058430,鬼婆,"['nobukootowa', 'jitsukoyoshimura', 'keisatô']",kanetoshindô
,28504,tt0058606,Spider Baby,"['lonchaneyjr.', 'carolohmart', 'quinnk.redeker']",jackhill
,17295,tt0058946,La battaglia di Algeri,"['brahimhadjadj', 'jeanmartin', 'yacefsaadi']",gillopontecorvo
,13187,tt0059026,A Charlie Brown Christmas,"['annaltieri', 'chrisdoran', 'sallydryer']",billmelendez
,42731,tt0059798,A Thousand Clowns,"['jasonrobards', 'barbaraharris', 'martinbalsam']",fredcoe
,895,tt0060107,Андрей Рублёв,"['анатолійсолоніцин', 'ivanlapikov', 'nikolaygrinko']",andreitarkovsky
,20108,tt0060138,Au hasard Balthazar,"['annewiazemsky', 'waltergreen', 'françoislafarge']",robertbresson
,2661,tt0060153,Batman,"['adamwest', 'burtward', 'leemeriwether']",leslieh.martinson
,22293,tt0060666,Manos: The Hands of Fate,"['haroldp.warren', 'tomneyman', 'johnreynolds']",haroldp.warren
,11047,tt0061369,Astérix le Gaulois,"['rogercarel', 'jacquesmorel', 'jacquesjouanneau']",raygoossens
,135,tt0061589,Dont Look Back,"['bobdylan', 'albertgrossman', 'bobneuwirth']",d.a.pennebaker
,33257,tt0061643,Fando y Lis,"['sergiokleiner', 'dianamariscal', 'maríateresarivas']",alejandrojodorowsky
,10227,tt0062136,PlayTime,"['jacquestati', 'barbaradennek', 'ritamaiden']",jacquestati
,26039,tt0062138,Point Blank,"['leemarvin', 'angiedickinson', 'keenanwynn']",johnboorman
,41212,tt0062374,Titicut Follies,[],frederickwiseman
,5767,tt0062407,Two for the Road,"['audreyhepburn', 'albertfinney', 'georgesdescrières']",stanleydonen
,42713,tt0062425,Up the Down Staircase,"['sandydennis', 'patrickbedford', 'eileenheckart']",robertmulligan
,22176,tt0063050,The Heart Is a Lonely Hunter,"['alanarkin', 'sondralocke', 'laurindabarrett']",robertellismiller
,27983,tt0063829,"Yours, Mine and Ours","['lucilleball', 'henryfonda', 'vanjohnson']",melvilleshavelson
,5638,tt0064002,Alice's Restaurant,"['arloguthrie', 'patriciaquinn', 'jamesbroderick']",arthurpenn
,48831,tt0064612,Ma nuit chez Maud,"['jean-louistrintignant', 'françoisefabian', 'marie-christinebarrault']",éricrohmer
,31304,tt0065955,En kärlekshistoria,"['ann-sofiekylin', 'rolfsohlman', 'bertilnorström']",royandersson
,64828,tt0065963,The Landlord,"['beaubridges', 'leegrant', 'louisgossett,jr.']",halashby
,26606,tt0066214,Performance,"['jamesfox', 'mickjagger', 'anitapallenberg']",nicolasroeg
,31767,tt0066993,The Devils,"['oliverreed', 'vanessaredgrave', 'dudleysutton']",kenrussell
,839,tt0067023,Duel,"['dennisweaver', 'jacquelinescott', 'eddiefirestone']",stevenspielberg
,74689,tt0067439,Mon oncle Antoine,"['jacquesgagnon', 'lynechampagne', 'jeanduceppe']",claudejutra
,13041,tt0067866,El Topo,"['alejandrojodorowsky', 'brontisjodorowsky', 'josélegarreta']",alejandrojodorowsky
,18250,tt0068503,Dr. Phibes Rises Again,"['vincentprice', 'robertquarry', 'petercushing']",robertfuest
,12089,tt0068655,Le grand blond avec une chaussure noire,"['pierrerichard', 'jeanrochefort', 'bernardblier']",yvesrobert
,23148,tt0068828,Lady Sings the Blues,"['dianaross', 'billydeewilliams', 'richardpryor']",sidneyj.furie
,9474,tt0070215,Il mio nome è Nessuno,"['terencehill', 'henryfonda', 'jeanmartin']",toninovalerii
,31587,tt0070643,Scarecrow,"['genehackman', 'alpacino', 'dorothytristan']",jerryschatzberg
,22307,tt0070698,Sisters,"['margotkidder', 'jennifersalt', 'charlesdurning']",briandepalma
,32044,tt0071269,California Split,"['georgesegal', 'elliottgould', 'annprentiss']",robertaltman
,24402,tt0071464,Emmanuelle,"['sylviakristel', 'alaincuny', 'marikagreen']",justjaeckin
,5558,tt0071487,Le Fantôme de la liberté,"['adrianaasti', 'milenavukotic', 'jean-claudebrialy']",luisbuñuel
,3043,tt0071508,Flesh for Frankenstein,"['joedallesandro', 'moniquevanvooren', 'udokier']",paulmorrissey
,16246,tt0071571,Gone in 60 Seconds,"['h.b.halicki', 'marionbusia', 'jerrydaugirda']",h.b.halicki
,27977,tt0071583,The Groove Tube,"['kenshapiro', 'chevychase', 'richardbelzer']",kenshapiro
,42448,tt0071598,Harry and Tonto,"['artcarney', 'herbertberghof', 'ellenburstyn']",paulmazursky
,42449,tt0071604,Hearts and Minds,"['georgesbidault', 'clarkclifford', 'georgecoker']",peterdavis
,8327,tt0071615,The Holy Mountain,"['alejandrojodorowsky', 'horaciosalinas', 'zamirasaunders']",alejandrojodorowsky
,5618,tt0072826,"Cousin, Cousine","['marie-christinebarrault', 'victorlanoux', 'guymarchand']",jean-charlestacchella
,1835,tt0072973,"Farewell, My Lovely","['robertmitchum', 'charlotterampling', 'sylviamiles']",dickrichards
,1829,tt0073114,L'Histoire d'Adèle H.,"['isabelleadjani', 'brucerobinson', 'sylviamarriott']",françoistruffaut
,32042,tt0073453,Night Moves,"['genehackman', 'jenniferwarren', 'susanclark']",arthurpenn
,9652,tt0073580,Professione: reporter,"['jacknicholson', 'mariaschneider', 'jennyrunacre']",michelangeloantonioni
,33324,tt0074605,Harlan County U.S.A.,"['normanyarborough', 'houstonelmore', 'philsparks']",barbarakopple
,42252,tt0074906,The Missouri Breaks,"['marlonbrando', 'jacknicholson', 'randyquaid']",arthurpenn
,11558,tt0075223,Silver Streak,"['genewilder', 'jillclayburgh', 'richardpryor']",arthurhiller
,12535,tt0076141,High Anxiety,"['melbrooks', 'madelinekahn', 'clorisleachman']",melbrooks
,12637,tt0076451,"New York, New York","['lizaminnelli', 'robertdeniro', 'lionelstander']",martinscorsese
,38985,tt0076740,Sorcerer,"['royscheider', 'brunocremer', 'franciscorabal']",williamfriedkin
,61280,tt0076843,The Turning Point,"['annebancroft', 'shirleymaclaine', 'lesliebrowne']",herbertross
,24998,tt0077598,Gates of Heaven,"['lucillebillingsley', 'zellagraham', 'calharberts']",errolmorris
,1362,tt0077687,The Hobbit,"['orsonbean', 'richardboone', 'hansconried']",julesbass
,156235,tt0077728,In Praise Of Older Women,"['karenblack', 'tomberenger', 'susanstrasberg']",georgekaczender
,98851,tt0078062,Parts: The Clonus Horror,"['petergraves', 'eileendietz', 'paulettebreen']",roberts.fiveson
,11537,tt0078252,蛇形刁手,"['jackiechan', 'yuensiu-tin', 'hwangjang-lee']",yuenwoo-ping
,45695,tt0078481,A Wedding,"['carolburnett', 'desiarnazjr.', 'geraldinechaplin']",robertaltman
,10654,tt0079261,Hair,"['johnsavage', 'treatwilliams', 'anniegolden']",milošforman
,19827,tt0079336,The In-Laws,"['peterfalk', 'alanarkin', 'richardlibertini']",arthurhiller
,30636,tt0079495,La Luna,"['jillclayburgh', 'matthewbarry', 'veronicalazar']",bernardobertolucci
,54663,tt0079948,Starting Over,"['burtreynolds', 'candicebergen', 'jillclayburgh']",alanj.pakula
,13633,tt0085210,Bad Boys,"['seanpenn', 'renisantoni', 'jimmoody']",rickrosenthal
,6341,tt0085255,Blue Thunder,"['royscheider', 'warrenoates', 'candyclark']",johnbadham
,7012,tt0085404,The Day After,"['jasonrobards', 'johncullum', 'jobethwilliams']",nicholasmeyer
,15251,tt0085474,Eddie Murphy: Delirious,"['eddiemurphy', 'jamesargiro']",brucegowers
,17435,tt0085482,El Norte,"['zaidesilviagutiérrez', 'davidvillalpando', 'ernestogómezcruz']",gregorynava
,29173,tt0086135,I predatori di Atlantide,"['christopherconnelly', 'gioiascola', 'tonyking']",ruggerodeodato
http://www.rumblefishdvd.com/,232,tt0086216,Rumble Fish,"['mattdillon', 'mickeyrourke', 'dianelane']",francisfordcoppola
,30707,tt0086355,Star 80,"['marielhemingway', 'ericroberts', 'cliffrobertson']",bobfosse
,15301,tt0086491,Twilight Zone: The Movie,"['albertbrooks', 'vicmorrow', 'johnlarroquette']",stevenspielberg
,28054,tt0086589,Suburbia,"['chrispedersen', 'billcoyne', 'jenniferclay']",penelopespheeris
,42086,tt0087054,Choose Me,"['genevièvebujold', 'keithcarradine', 'lesleyannwarren']",alanrudolph
,30278,tt0087072,Comfort and Joy,"['billpaterson', 'eleanordavid', 'claregrogan']",billforsyth
,19596,tt0087197,Electric Dreams,"['lennyvondohlen', 'virginiamadsen', 'maxwellcaulfield']",stevebarron
,10179,tt0087451,The Ice Pirates,"['roberturich', 'marycrosby', 'michaeld.roberts']",stewartraffill
,33138,tt0088275,The Times of Harvey Milk,"['harveymilk', 'harveyfierstein', 'annekronenberg']",robepstein
http://www.anneofgreengables.com/,17663,tt0088727,Anne of Green Gables,"['meganfollows', 'colleendewhurst', 'richardfarnsworth']",kevinsullivan
,9056,tt0089374,警察故事,"['jackiechan', 'brigittelin', 'maggiecheung']",jackiechan
,10176,tt0089869,The Quiet Earth,"['brunolawrence', 'alisonroutledge', 'anzacwallace']",geoffmurphy
,9080,tt0090056,Spies Like Us,"['chevychase', 'danaykroyd', 'steveforrest']",johnlandis
,16082,tt0090319,White Nights,"['mikhailbaryshnikov', 'gregoryhines', 'jerzyskolimowski']",taylorhackford
,14670,tt0090557,’Round Midnight,"['dextergordon', 'françoiscluzet', 'gabriellehaker']",bertrandtavernier
,42021,tt0091113,Ginger e Fred,"['giuliettamasina', 'marcellomastroianni', 'francofabrizi']",federicofellini
,24657,tt0091670,Offret,"['erlandjosephson', 'susanfleetwood', 'allanedwall']",andreitarkovsky
,41480,tt0091943,Sherman's March,"['rossmcelwee', 'dedemcelwee', 'patriciarendleman']",rossmcelwee
,11471,tt0092263,英雄本色,"['tilung', 'chowyun-fat', 'lesliecheung']",johnwoo
,4043,tt0093412,La Ley del Deseo,"['antoniobanderas', 'carmenmaura', 'eusebioponcela']",pedroalmodóvar
http://www.theofficialjohncarpenter.com/prince-of-darkness/,8852,tt0093777,Prince of Darkness,"['donaldpleasence', 'lisablount', 'victorwong']",johncarpenter
,30421,tt0093978,倩女幽魂,"['lesliecheung', 'joeywong', 'wuma']",chingsiu-tung
,8677,tt0094791,The Bourne Identity,"['richardchamberlain', 'jaclynsmith', 'anthonyquayle']",rogeryoung
,49314,tt0095050,Dominick and Eugene,"['tomhulce', 'rayliotta', 'jamieleecurtis']",robertm.young
,18917,tt0095715,Neco z Alenky,"['kristýnakohoutová', 'camillapower']",janšvankmajer
,114524,tt0097099,Common Threads: Stories from the Quilt,['dustinhoffman'],robepstein
,16859,tt0097814,魔女の宅急便,"['minamitakayama', 'reisakuma', 'kappeiyamaguchi']",hayaomiyazaki
,38695,tt0097904,Monsieur Hire,"['michelblanc', 'sandrinebonnaire', 'lucthuillier']",patriceleconte
,9768,tt0099329,Cry-Baby,"['johnnydepp', 'amylocane', 'pollybergen']",johnwaters
,27274,tt0099611,Frankenhooker,"['jameslorinz', 'pattymullen', 'joanneritchie']",frankhenenlotter
,10485,tt0099654,Ghost Dad,"['billcosby', 'kimberlyrussell', 'denisenicholas']",sidneypoitier
,22189,tt0099747,Havana,"['robertredford', 'lenaolin', 'alanarkin']",sydneypollack
,41821,tt0099902,菊豆,"['gongli', 'weili', 'libao-tian']",zhangyimou
,21344,tt0099951,The Krays,"['garykemp', 'martinkemp', 'billiewhitelaw']",petermedak
,11131,tt0100280,Nuns on the Run,"['ericidle', 'robbiecoltrane', 'camillecoduri']",jonathanlynn
,14571,tt0100339,機動警察パトレイバー 劇場版,"['miinatominaga', 'toshiofurukawa', 'ryûnosukeohbayashi']",mamoruoshii
,21168,tt0100469,The Reflecting Skin,"['viggomortensen', 'lindsayduncan', 'duncanfraser']",philipridley
,1662,tt0100685,State of Grace,"['seanpenn', 'garyoldman', 'edharris']",philjoanou
,20562,tt0101254,35 Up,[],michaelapted
,25330,tt0101786,Dutch,"[""edo'neill"", 'ethanembry', 'jobethwilliams']",peterfaiman
http://www.apocalypsenow.com,4539,tt0102015,Hearts of Darkness: A Filmmaker's Apocalypse,"['francisfordcoppola', 'eleanorcoppola', 'johnmilius']",faxbahr
,22828,tt0102048,Homicide,"['joemantegna', 'williamh.macy', 'j.j.johnston']",davidmamet
,12776,tt0102164,Johnny Stecchino,"['robertobenigni', 'nicolettabraschi', 'paolobonacelli']",robertobenigni
,17467,tt0102293,力王,"['fansiu-wong', 'gloriayip', 'yukariôshima']",lamnai-choi
,36351,tt0102307,Light Sleeper,"['willemdafoe', 'susansarandon', 'danadelany']",paulschrader
,5048,tt0102722,Prospero's Books,"['johngielgud', 'michaelclark', 'michelblanc']",petergreenaway
,9588,tt0102744,Quigley Down Under,"['tomselleck', 'laurasangiacomo', 'alanrickman']",simonwincer
,45145,tt0104567,Johnny Suede,"['bradpitt', 'calvinlevels', 'catherinekeener']",tomdicillo
,11621,tt0104652,紅の豚,"['shûichirômoriyama', 'tokikokatô', 'sanshikatsura']",hayaomiyazaki
,40082,tt0104802,The Mambo Kings,"['antoniobanderas', 'armandassante', 'cathymoriarty']",arneglimcher
,36288,tt0105001,Night and the City,"['robertdeniro', 'jessicalange', 'cliffgorman']",irwinwinkler
,38143,tt0105197,秋菊打官司,"['gongli', 'liupeiqi', 'liuchunyang']",zhangyimou
,31962,tt0105391,Shining Through,"['michaeldouglas', 'melaniegriffith', 'liamneeson']",davidseltzer
,41778,tt0105764,Visions of Light,[],arnoldglassman
